card_name,quantity,id,rarity,set_sym,premium
Ainok Bond-Kin,16,54260,Common,KTK,No
Salt Road Patrol,22,54262,Common,KTK,No
Alabaster Kirin,15,54264,Common,KTK,No
Feat of Resistance,10,54266,Common,KTK,No
Rush of Battle,15,54268,Common,KTK,No
Seeker of the Way,5,54270,Uncommon,KTK,No
Abzan Falconer,9,54272,Uncommon,KTK,No
Timely Hordemate,11,54274,Uncommon,KTK,No
Abzan Battle Priest,12,54276,Uncommon,KTK,No
Venerable Lammasu,9,54278,Uncommon,KTK,No
Take Up Arms,10,54280,Uncommon,KTK,No
Herald of Anafenza,1,54282,Rare,KTK,No
Master of Pearls,2,54284,Rare,KTK,No
Wingmate Roc,1,54288,Mythic Rare,KTK,No
Monastery Flock,23,54290,Common,KTK,No
Scaldkin,8,54292,Common,KTK,No
Whirlwind Adept,13,54294,Common,KTK,No
Taigam's Scheming,13,54296,Common,KTK,No
Crippling Chill,16,54298,Common,KTK,No
Treasure Cruise,15,54300,Common,KTK,No
Dragon's Eye Savants,5,54302,Uncommon,KTK,No
Scion of Glaciers,8,54304,Uncommon,KTK,No
Riverwheel Aerialists,3,54306,Uncommon,KTK,No
Stubborn Denial,3,54308,Uncommon,KTK,No
Blinding Spray,6,54310,Uncommon,KTK,No
Thousand Winds,1,54312,Rare,KTK,No
Icy Blast,4,54314,Rare,KTK,No
Dig Through Time,3,54316,Rare,KTK,No
Clever Impersonator,1,54318,Mythic Rare,KTK,No
Disowned Ancestor,22,54320,Common,KTK,No
Rotting Mastodon,16,54322,Common,KTK,No
Sultai Scavenger,14,54324,Common,KTK,No
Rakshasa's Secret,12,54326,Common,KTK,No
Throttle,25,54328,Common,KTK,No
Dutiful Return,16,54330,Common,KTK,No
Kheru Bloodsucker,4,54332,Uncommon,KTK,No
Swarm of Bloodflies,8,54334,Uncommon,KTK,No
Mer-Ek Nightblade,5,54336,Uncommon,KTK,No
Raiders' Spoils,8,54338,Uncommon,KTK,No
Grim Haruspex,1,54340,Rare,KTK,No
Necropolis Fiend,3,54342,Rare,KTK,No
Retribution of the Ancients,1,54344,Rare,KTK,No
Bloodfire Mentor,15,54348,Common,KTK,No
Summit Prowler,15,54350,Common,KTK,No
Trumpet Blast,10,54352,Common,KTK,No
Barrage of Boulders,18,54354,Common,KTK,No
Swift Kick,23,54356,Common,KTK,No
Arrow Storm,11,54358,Common,KTK,No
Horde Ambusher,5,54360,Uncommon,KTK,No
Hordeling Outburst,3,54362,Uncommon,KTK,No
Mardu Blazebringer,3,54364,Uncommon,KTK,No
Dragon Grip,5,54366,Uncommon,KTK,No
Goblinslide,10,54368,Uncommon,KTK,No
Howl of the Horde,2,54372,Rare,KTK,No
Crater's Claws,2,54374,Rare,KTK,No
Smoke Teller,16,54378,Common,KTK,No
Longshot Squad,18,54380,Common,KTK,No
Dragonscale Boon,17,54382,Common,KTK,No
Naturalize,15,54384,Common,KTK,No
Awaken the Bear,19,54386,Common,KTK,No
Scout the Borders,7,54388,Common,KTK,No
Feed the Clan,10,54390,Common,KTK,No
Tuskguard Captain,2,54392,Uncommon,KTK,No
Sultai Flayer,7,54394,Uncommon,KTK,No
Pine Walker,3,54396,Uncommon,KTK,No
Roar of Challenge,3,54398,Uncommon,KTK,No
Become Immense,4,54400,Uncommon,KTK,No
Incremental Growth,10,54402,Uncommon,KTK,No
Meandering Towershell,3,54404,Rare,KTK,No
Efreet Weaponmaster,21,54412,Common,KTK,No
Snowhorn Rider,5,54414,Common,KTK,No
Abomination of Gudul,23,54416,Common,KTK,No
Armament Corps,6,54418,Uncommon,KTK,No
Kin-Tree Invocation,7,54420,Uncommon,KTK,No
Highspire Mantis,10,54422,Uncommon,KTK,No
Ride Down,5,54424,Uncommon,KTK,No
Duneblast,3,54428,Rare,KTK,No
Mardu Ascendancy,5,54430,Rare,KTK,No
Crackling Doom,2,54432,Rare,KTK,No
Mantis Rider,4,54434,Rare,KTK,No
Jeskai Ascendancy,2,54436,Rare,KTK,No
Flying Crane Technique,5,54438,Rare,KTK,No
Trap Essence,1,54442,Rare,KTK,No
Kheru Lich Lord,2,54444,Rare,KTK,No
Villainous Wealth,2,54448,Rare,KTK,No
Winterflame,8,54450,Uncommon,KTK,No
Rakshasa Deathdealer,2,54452,Rare,KTK,No
Deflecting Palm,2,54454,Rare,KTK,No
Cranial Archive,5,54456,Uncommon,KTK,No
Altar of the Brood,2,54458,Rare,KTK,No
Dragon Throne of Tarkir,1,54460,Rare,KTK,No
Tranquil Cove,21,54464,Common,KTK,No
Dismal Backwater,12,54466,Common,KTK,No
Bloodfell Caves,19,54468,Common,KTK,No
Rugged Highlands,7,54470,Common,KTK,No
Blossoming Sands,18,54472,Common,KTK,No
Ivorytusk Fortress,1,54474,Rare,KTK,No
Ankle Shanker,5,54476,Rare,KTK,No
Avalanche Tusker,3,54478,Rare,KTK,No
Rakshasa Vizier,2,54480,Rare,KTK,No
"Avatar - Sarkhan, the Dragonspeaker",11,54485,Rare,VAN,No
Rakshasa Vizier,3,54516,Promo,PRM,No
Repeal,1,54543,Promo,PRM,No
Goblin Bombardment,1,54545,Promo,PRM,No
Arcanis the Omnipotent,1,54547,Promo,PRM,No
Brain Maggot,1,54551,Promo,PRM,No
Rattleclaw Mystic,1,54557,Promo,PRM,No
Fanatic of Xenagos,1,54559,Promo,PRM,No
Sultai Charm,1,54561,Promo,PRM,No
Containment Priest,1,55177,Rare,C14,No
Daghatar the Adamant,1,55316,Rare,FRF,No
"Dromoka, the Eternal",2,55318,Rare,FRF,No
Reality Shift,4,55320,Uncommon,FRF,No
Sandsteppe Mastodon,2,55322,Rare,FRF,No
Wardscale Dragon,5,55324,Uncommon,FRF,No
Wandering Champion,5,55326,Uncommon,FRF,No
Marang River Prowler,2,55328,Uncommon,FRF,No
Jeskai Barricade,8,55330,Uncommon,FRF,No
Reach of Shadows,8,55332,Common,FRF,No
Rakshasa's Disdain,14,55334,Common,FRF,No
Harsh Sustenance,15,55336,Common,FRF,No
"Tasigur, the Golden Fang",2,55338,Rare,FRF,No
Battle Brawler,2,55340,Uncommon,FRF,No
"Shu Yun, the Silent Tempest",4,55342,Rare,FRF,No
Hungering Yeti,3,55344,Uncommon,FRF,No
"Silumgar, the Drifting Death",4,55346,Rare,FRF,No
Dragonrage,2,55348,Uncommon,FRF,No
Return to the Earth,10,55350,Common,FRF,No
Abzan Skycaptain,11,55352,Common,FRF,No
Map the Wastes,9,55356,Common,FRF,No
Cloudform,4,55358,Uncommon,FRF,No
"Ojutai, Soul of Winter",3,55360,Rare,FRF,No
"Atarka, World Render",1,55362,Rare,FRF,No
Write into Being,21,55366,Common,FRF,No
Soul Summons,2,55368,Common,FRF,No
Ghastly Conscription,1,55370,Mythic Rare,FRF,No
Frost Walker,2,55372,Uncommon,FRF,No
Jeskai Sage,9,55374,Common,FRF,No
Whisperer of the Wilds,8,55376,Common,FRF,No
Tasigur's Cruelty,11,55378,Common,FRF,No
Mindscour Dragon,9,55380,Uncommon,FRF,No
Crucible of the Spirit Dragon,1,55382,Rare,FRF,No
Pilgrim of the Fires,1,55384,Uncommon,FRF,No
Collateral Damage,11,55386,Common,FRF,No
Renowned Weaponsmith,9,55388,Uncommon,FRF,No
Sultai Emissary,16,55390,Common,FRF,No
Aven Skirmisher,7,55392,Common,FRF,No
Mistfire Adept,7,55394,Uncommon,FRF,No
Sibsig Host,7,55396,Common,FRF,No
Rageform,1,55398,Uncommon,FRF,No
Arashin War Beast,5,55400,Uncommon,FRF,No
Formless Nurturing,11,55402,Common,FRF,No
Monastery Mentor,2,55410,Mythic Rare,FRF,No
Shamanic Revelation,1,55412,Rare,FRF,No
Soulflayer,2,55418,Rare,FRF,No
Qarsi High Priest,2,55422,Uncommon,FRF,No
Mardu Runemark,7,55424,Common,FRF,No
Hooded Assassin,10,55426,Common,FRF,No
Bathe in Dragonfire,11,55428,Common,FRF,No
Yasova Dragonclaw,1,55430,Rare,FRF,No
Aven Surveyor,22,55432,Common,FRF,No
Ainok Guide,5,55434,Common,FRF,No
Temur Runemark,10,55436,Common,FRF,No
Defiant Ogre,4,55438,Common,FRF,No
Monastery Siege,1,55446,Rare,FRF,No
Rite of Undoing,11,55448,Uncommon,FRF,No
Crux of Fate,2,55450,Rare,FRF,No
Jeskai Runemark,12,55452,Common,FRF,No
Sultai Runemark,7,55454,Common,FRF,No
Citadel Siege,1,55458,Rare,FRF,No
Sandsteppe Outcast,12,55460,Common,FRF,No
Abzan Runemark,11,55462,Common,FRF,No
Hunt the Weak,4,55464,Common,FRF,No
Cunning Strike,13,55468,Common,FRF,No
Alesha's Vanguard,5,55470,Common,FRF,No
Gurmag Angler,15,55472,Common,FRF,No
Dragon Bell Monk,6,55474,Common,FRF,No
Mardu Shadowspear,4,55476,Uncommon,FRF,No
Goblin Heelcutter,10,55478,Common,FRF,No
Sandblast,5,55480,Common,FRF,No
Hero's Blade,1,55482,Uncommon,FRF,No
Mardu Scout,7,55484,Common,FRF,No
Honor's Reward,5,55486,Uncommon,FRF,No
Whisk Away,11,55488,Common,FRF,No
Merciless Executioner,3,55490,Uncommon,FRF,No
Ethereal Ambush,15,55492,Common,FRF,No
Pressure Point,7,55494,Common,FRF,No
Winds of Qal Sisma,4,55496,Uncommon,FRF,No
Fierce Invocation,4,55498,Common,FRF,No
Lightning Shrieker,11,55500,Common,FRF,No
Lotus Path Djinn,16,55502,Common,FRF,No
Archers of Qarsi,9,55504,Common,FRF,No
Frontier Mastodon,12,55506,Common,FRF,No
Ancestral Vengeance,6,55508,Common,FRF,No
Sage's Reverie,4,55510,Uncommon,FRF,No
Feral Krushok,3,55512,Common,FRF,No
Fascination,2,55514,Uncommon,FRF,No
Will of the Naga,9,55516,Common,FRF,No
Shifting Loyalties,7,55518,Uncommon,FRF,No
Dismal Backwater,6,55520,Common,FRF,No
Dark Deal,3,55522,Uncommon,FRF,No
Temur Battle Rage,5,55524,Common,FRF,No
Scoured Barrens,15,55526,Common,FRF,No
Jungle Hollow,5,55528,Common,FRF,No
Rugged Highlands,3,55530,Common,FRF,No
Swiftwater Cliffs,7,55532,Common,FRF,No
Abzan Kin-Guard,2,55534,Uncommon,FRF,No
Wind-Scarred Crag,4,55536,Common,FRF,No
Gore Swine,7,55538,Common,FRF,No
Lotus-Eye Mystics,4,55540,Uncommon,FRF,No
Destructor Dragon,2,55542,Uncommon,FRF,No
Thornwood Falls,3,55544,Common,FRF,No
Tranquil Cove,10,55550,Common,FRF,No
Bloodfell Caves,5,55552,Common,FRF,No
Blossoming Sands,6,55554,Common,FRF,No
War Flare,12,55556,Common,FRF,No
Channel Harm,2,55558,Uncommon,FRF,No
Elite Scaleguard,1,55560,Uncommon,FRF,No
Friendly Fire,1,55564,Uncommon,FRF,No
Battlefront Krushok,3,55566,Uncommon,FRF,No
Mardu Woe-Reaper,5,55568,Uncommon,FRF,No
Great-Horn Krushok,11,55570,Common,FRF,No
Hewed Stone Retainers,2,55572,Uncommon,FRF,No
Refocus,18,55574,Common,FRF,No
Ruthless Instincts,2,55578,Uncommon,FRF,No
Fruit of the First Tree,3,55580,Uncommon,FRF,No
Enhanced Awareness,8,55582,Common,FRF,No
Abzan Advantage,7,55584,Common,FRF,No
Cached Defenses,2,55588,Uncommon,FRF,No
Smoldering Efreet,9,55590,Common,FRF,No
Orc Sureshot,2,55594,Uncommon,FRF,No
Ugin's Construct,2,55596,Uncommon,FRF,No
Typhoid Rats,14,55598,Common,FRF,No
Valorous Stance,3,55600,Uncommon,FRF,No
Sudden Reclamation,2,55606,Uncommon,FRF,No
Bloodfire Enforcers,4,55608,Uncommon,FRF,No
Grave Strength,5,55610,Uncommon,FRF,No
Flamerush Rider,1,55612,Rare,FRF,No
Rally the Ancestors,3,55618,Rare,FRF,No
Fearsome Awakening,2,55620,Uncommon,FRF,No
Scroll of the Masters,1,55624,Rare,FRF,No
Ambush Krotiq,14,55626,Common,FRF,No
Shockmaw Dragon,2,55630,Uncommon,FRF,No
Temur Sabertooth,5,55632,Uncommon,FRF,No
Diplomacy of the Wastes,4,55634,Uncommon,FRF,No
Douse in Gloom,16,55636,Common,FRF,No
Break Through the Line,1,55638,Uncommon,FRF,No
Sultai Skullkeeper,11,55640,Common,FRF,No
Mardu Strike Leader,2,55642,Rare,FRF,No
Grim Contest,7,55644,Common,FRF,No
Lightform,7,55646,Uncommon,FRF,No
Sage-Eye Avengers,2,55648,Rare,FRF,No
Arashin Cleric,10,55650,Common,FRF,No
Supplant Form,2,55652,Rare,FRF,No
Sibsig Muckdraggers,1,55654,Uncommon,FRF,No
Temur War Shaman,1,55677,Rare,FRF,Yes
Mastery of the Unseen,5,55678,Rare,FRF,No
Goblin Boom Keg,4,55680,Uncommon,FRF,No
Neutralizing Blast,3,55682,Uncommon,FRF,No
Mob Rule,1,55684,Rare,FRF,No
"Avatar - Ugin, the Spirit Dragon",5,55694,Rare,VAN,No
Avatar - Yasova Dragonclaw,3,55695,Rare,VAN,No
Shardless Agent,1,55697,Promo,PRM,No
"Thalia, Guardian of Thraben",2,55699,Promo,PRM,No
Frenzied Goblin,1,55703,Promo,PRM,No
Sage-Eye Avengers,2,55709,Promo,PRM,No
Necropolis Fiend,1,55729,Promo,PRM,No
Hero's Downfall,1,55731,Promo,PRM,No
Arashin War Beast,5,55741,Promo,PRM,No
Fierce Invocation,5,55743,Promo,PRM,No
Formless Nurturing,1,55747,Promo,PRM,No
Soul Summons,2,55751,Promo,PRM,No
Jeskai Infiltrator,1,55757,Promo,PRM,No
Reality Shift,2,55759,Promo,PRM,No
Ugin's Construct,1,55761,Promo,PRM,No
"Ugin, the Spirit Dragon",2,55763,Promo,PRM,No
Ruthless Ripper,2,55767,Promo,PRM,No
Smite the Monstrous,1,55769,Promo,PRM,No
Jeering Instigator,2,55771,Promo,PRM,No
Mystic of the Hidden Way,5,55775,Promo,PRM,No
Briber's Purse,5,55781,Promo,PRM,No
Hordeling Outburst,1,55783,Promo,PRM,No
Disdainful Stroke,1,55785,Promo,PRM,No
Altar of the Brood,5,55787,Promo,PRM,No
Arc Lightning,1,55791,Promo,PRM,No
Dragonscale Boon,2,55793,Promo,PRM,No
Suspension Field,1,55876,Promo,PRM,No
Ojutai's Command,1,55878,Promo,PRM,No
Dragonlord's Servant,1,55884,Promo,PRM,No
Frost Walker,1,55886,Promo,PRM,No
Abzan Beastmaster,1,55888,Promo,PRM,No
Sunscorch Regent,1,55896,Promo,PRM,No
Conifer Strider,3,55900,Common,DTK,No
Silumgar Sorcerer,3,55902,Uncommon,DTK,No
Foul-Tongue Invocation,1,55904,Uncommon,DTK,No
Dragonlord's Servant,3,55906,Uncommon,DTK,No
Plains,6,55908,Land,DTK,No
Shieldhide Dragon,4,55910,Uncommon,DTK,No
Vandalize,7,55912,Common,DTK,No
Forest,6,55916,Land,DTK,No
Tormenting Voice,9,55918,Common,DTK,No
Reckless Imp,7,55920,Common,DTK,No
Student of Ojutai,11,55922,Common,DTK,No
Death Wind,6,55926,Uncommon,DTK,No
Duress,6,55930,Common,DTK,No
Ojutai Monument,3,55936,Uncommon,DTK,No
Kolaghan Monument,2,55938,Uncommon,DTK,No
Negate,5,55940,Common,DTK,No
Gudul Lurker,6,55942,Uncommon,DTK,No
Hidden Dragonslayer,1,55944,Rare,DTK,No
Qarsi Deceiver,5,55946,Uncommon,DTK,No
Encase in Ice,3,55948,Uncommon,DTK,No
Salt Road Quartermasters,1,55950,Uncommon,DTK,No
Silumgar Monument,2,55952,Uncommon,DTK,No
Foul Renewal,1,55956,Rare,DTK,No
Blood-Chin Fanatic,1,55958,Rare,DTK,No
Artful Maneuver,6,55960,Common,DTK,No
Keeper of the Lens,3,55962,Common,DTK,No
Swamp,7,55964,Land,DTK,No
Silumgar Assassin,2,55966,Rare,DTK,No
Tapestry of the Ages,4,55970,Uncommon,DTK,No
Inspiring Call,1,55972,Uncommon,DTK,No
Lightning Berserker,3,55974,Uncommon,DTK,No
Kolaghan Stormsinger,3,55980,Common,DTK,No
Belltoll Dragon,4,55982,Uncommon,DTK,No
Seismic Rupture,3,55984,Uncommon,DTK,No
Dragon Hunter,8,55988,Uncommon,DTK,No
Dragonlord Dromoka,1,55992,Mythic Rare,DTK,No
Qal Sisma Behemoth,2,55994,Uncommon,DTK,No
Evolving Wilds,1,55998,Common,DTK,No
Butcher's Glee,8,56000,Common,DTK,No
Gurmag Drowner,14,56002,Common,DTK,No
Shambling Goblin,12,56004,Common,DTK,No
Dromoka's Gift,2,56006,Uncommon,DTK,No
Aven Sunstriker,4,56008,Uncommon,DTK,No
Servant of the Scale,3,56010,Common,DTK,No
Naturalize,8,56012,Common,DTK,No
Ojutai Interceptor,10,56014,Common,DTK,No
Spidersilk Net,6,56018,Common,DTK,No
Defeat,10,56020,Common,DTK,No
Draconic Roar,3,56022,Uncommon,DTK,No
Mountain,5,56024,Land,DTK,No
Island,7,56030,Land,DTK,No
Silumgar's Scorn,4,56032,Uncommon,DTK,No
Vial of Dragonfire,7,56036,Common,DTK,No
"Sidisi, Undead Vizier",3,56038,Rare,DTK,No
Fate Forgotten,7,56042,Common,DTK,No
Assault Formation,1,56044,Rare,DTK,No
Epic Confrontation,6,56046,Common,DTK,No
Dragonlord Ojutai,2,56048,Mythic Rare,DTK,No
Marsh Hulk,5,56052,Common,DTK,No
Profound Journey,1,56056,Rare,DTK,No
Guardian Shield-Bearer,8,56058,Common,DTK,No
Aven Tactician,11,56060,Common,DTK,No
Scaleguard Sentinels,4,56068,Uncommon,DTK,No
Rakshasa Gravecaller,4,56070,Uncommon,DTK,No
Sibsig Icebreakers,3,56072,Common,DTK,No
Sandsteppe Scavenger,5,56074,Common,DTK,No
Narset Transcendent,2,56076,Mythic Rare,DTK,No
Gravepurge,10,56078,Common,DTK,No
Dragonloft Idol,3,56080,Uncommon,DTK,No
Atarka Pummeler,1,56085,Uncommon,DTK,Yes
Sandcrafter Mage,9,56086,Common,DTK,No
Mystic Meditation,6,56088,Common,DTK,No
Stormwing Dragon,5,56094,Uncommon,DTK,No
Arashin Foremost,1,56096,Rare,DTK,No
Aerie Bowmasters,4,56100,Common,DTK,No
Ire Shaman,1,56102,Rare,DTK,No
Living Lore,1,56104,Rare,DTK,No
Virulent Plague,2,56108,Uncommon,DTK,No
Sheltered Aerie,6,56114,Common,DTK,No
Resupply,11,56116,Common,DTK,No
Stormrider Rig,2,56118,Uncommon,DTK,No
Pinion Feast,6,56120,Common,DTK,No
Monastery Loremaster,16,56124,Common,DTK,No
Dragon Fodder,7,56126,Common,DTK,No
Hedonist's Trove,1,56130,Rare,DTK,No
Marang River Skeleton,3,56132,Uncommon,DTK,No
Silumgar's Command,2,56134,Rare,DTK,No
Stampeding Elk Herd,3,56136,Common,DTK,No
Champion of Arashin,2,56138,Common,DTK,No
Segmented Krotiq,3,56140,Common,DTK,No
Acid-Spewer Dragon,6,56142,Uncommon,DTK,No
Territorial Roc,8,56144,Common,DTK,No
Enduring Victory,9,56148,Common,DTK,No
Dirgur Nemesis,15,56150,Common,DTK,No
Kolaghan Skirmisher,5,56152,Common,DTK,No
Sandstorm Charger,10,56154,Common,DTK,No
Flatten,13,56156,Common,DTK,No
Kolaghan Aspirant,5,56158,Common,DTK,No
Elusive Spellfist,7,56160,Common,DTK,No
Ojutai's Breath,15,56162,Common,DTK,No
Sabertooth Outrider,8,56164,Common,DTK,No
Herdchaser Dragon,2,56166,Uncommon,DTK,No
Ojutai's Summons,15,56168,Common,DTK,No
Skywise Teachings,2,56170,Uncommon,DTK,No
Dromoka Warrior,9,56172,Common,DTK,No
Updraft Elemental,13,56174,Common,DTK,No
Stormcrag Elemental,2,56176,Uncommon,DTK,No
Stratus Dancer,2,56178,Rare,DTK,No
Taigam's Strike,13,56180,Common,DTK,No
Herald of Dromoka,6,56184,Common,DTK,No
Dutiful Attendant,11,56186,Common,DTK,No
Deathbringer Regent,1,56188,Rare,DTK,No
Crater Elemental,1,56190,Rare,DTK,No
Hand of Silumgar,5,56194,Common,DTK,No
Sarkhan's Triumph,2,56198,Uncommon,DTK,No
Scale Blessing,1,56200,Uncommon,DTK,No
Echoes of the Kin Tree,4,56204,Uncommon,DTK,No
Lose Calm,2,56206,Common,DTK,No
Damnable Pact,1,56208,Rare,DTK,No
Kolaghan Forerunners,3,56210,Uncommon,DTK,No
Myth Realized,2,56212,Rare,DTK,No
Lightwalker,7,56214,Common,DTK,No
Colossodon Yearling,7,56216,Common,DTK,No
Sunbringer's Touch,1,56218,Rare,DTK,No
Display of Dominance,2,56220,Uncommon,DTK,No
Ambuscade Shaman,4,56222,Uncommon,DTK,No
Coat with Venom,3,56226,Common,DTK,No
Sight of the Scalelords,2,56228,Uncommon,DTK,No
Kindled Fury,3,56230,Common,DTK,No
Glint,3,56232,Common,DTK,No
Cunning Breezedancer,6,56234,Uncommon,DTK,No
Youthful Scholar,3,56236,Uncommon,DTK,No
Custodian of the Trove,9,56238,Common,DTK,No
Volcanic Rush,5,56240,Common,DTK,No
Radiant Purge,1,56242,Rare,DTK,No
Boltwing Marauder,2,56244,Rare,DTK,No
Wandering Tombshell,12,56246,Common,DTK,No
Contradict,16,56248,Common,DTK,No
Impact Tremors,4,56250,Common,DTK,No
Hardened Berserker,3,56252,Common,DTK,No
Graceblade Artisan,2,56254,Uncommon,DTK,No
Zephyr Scribe,8,56256,Common,DTK,No
Press the Advantage,1,56258,Uncommon,DTK,No
Foul-Tongue Shriek,8,56260,Common,DTK,No
Sarkhan's Rage,6,56266,Common,DTK,No
Battle Mastery,2,56268,Uncommon,DTK,No
Arashin Sovereign,1,56270,Rare,DTK,No
Learn from the Past,4,56272,Uncommon,DTK,No
Tail Slash,10,56274,Common,DTK,No
Twin Bolt,7,56276,Common,DTK,No
Mind Rot,2,56278,Common,DTK,No
Profaner of the Dead,2,56280,Rare,DTK,No
Pristine Skywise,2,56282,Rare,DTK,No
Tread Upon,6,56284,Common,DTK,No
Revealing Wind,1,56286,Common,DTK,No
Ainok Artillerist,5,56288,Common,DTK,No
Lurking Arynx,2,56292,Uncommon,DTK,No
Berserkers' Onslaught,3,56294,Rare,DTK,No
Dromoka Captain,1,56298,Uncommon,DTK,No
Salt Road Ambushers,1,56300,Uncommon,DTK,No
Atarka Beastbreaker,6,56302,Common,DTK,No
Ancient Carp,14,56304,Common,DTK,No
Sidisi's Faithful,18,56306,Common,DTK,No
Dragon-Scarred Bear,4,56308,Common,DTK,No
Ukud Cobra,2,56310,Uncommon,DTK,No
Orator of Ojutai,7,56312,Uncommon,DTK,No
Ancestral Statue,8,56316,Common,DTK,No
Deadly Wanderings,7,56318,Uncommon,DTK,No
Roast,4,56320,Uncommon,DTK,No
Enduring Scalelord,3,56322,Uncommon,DTK,No
Pacifism,5,56324,Common,DTK,No
Sight Beyond Sight,3,56326,Uncommon,DTK,No
Ojutai's Command,1,56328,Rare,DTK,No
Screamreach Brawler,4,56330,Common,DTK,No
Void Squall,2,56332,Uncommon,DTK,No
Necromaster Dragon,2,56334,Rare,DTK,No
Sprinting Warbrute,7,56336,Common,DTK,No
Minister of Pain,3,56338,Uncommon,DTK,No
Dragon's Eye Sentry,9,56340,Common,DTK,No
Scion of Ugin,2,56342,Uncommon,DTK,No
Atarka Efreet,4,56346,Common,DTK,No
Strongarm Monk,6,56348,Uncommon,DTK,No
Illusory Gains,1,56350,Rare,DTK,No
Vulturous Aven,12,56352,Common,DTK,No
Blood-Chin Rager,1,56354,Uncommon,DTK,No
Dromoka Dunecaster,9,56356,Common,DTK,No
Silumgar Spell-Eater,7,56358,Uncommon,DTK,No
Mirror Mockery,3,56364,Rare,DTK,No
Palace Familiar,10,56366,Common,DTK,No
Corpseweft,1,56368,Rare,DTK,No
Ruthless Deathfang,6,56370,Uncommon,DTK,No
Swift Warkite,5,56372,Uncommon,DTK,No
Volcanic Vision,3,56374,Rare,DTK,No
Glaring Aegis,5,56376,Common,DTK,No
Dance of the Skywise,3,56378,Uncommon,DTK,No
Gate Smasher,1,56380,Uncommon,DTK,No
Center Soul,2,56382,Common,DTK,No
Silumgar Butcher,16,56384,Common,DTK,No
Anticipate,14,56388,Common,DTK,No
Misthoof Kirin,8,56390,Common,DTK,No
Circle of Elders,1,56396,Uncommon,DTK,No
Dragonlord's Prerogative,5,56398,Rare,DTK,No
Qarsi Sadist,3,56400,Common,DTK,No
Self-Inflicted Wound,7,56402,Uncommon,DTK,No
Silkwrap,3,56404,Uncommon,DTK,No
Ultimate Price,4,56408,Uncommon,DTK,No
Surge of Righteousness,3,56410,Uncommon,DTK,No
Magmatic Chasm,3,56412,Common,DTK,No
Shape the Sands,7,56414,Common,DTK,No
Glade Watcher,1,56416,Common,DTK,No
Reduce in Stature,12,56418,Common,DTK,No
Summit Prowler,3,56422,Common,DTK,No
Savage Ventmaw,3,56424,Uncommon,DTK,No
Coiled Tinviper,3,56428,Common,TPR,No
Dauthi Marauder,1,56434,Uncommon,TPR,No
Dauthi Horror,2,56436,Common,TPR,No
Rats of Rath,2,56440,Common,TPR,No
Evincar's Justice,1,56450,Uncommon,TPR,No
Diabolic Edict,1,56452,Common,TPR,No
Dark Banishing,3,56456,Common,TPR,No
Rootbreaker Wurm,1,56460,Uncommon,TPR,No
Skyshroud Elf,1,56466,Common,TPR,No
Canopy Spider,2,56468,Common,TPR,No
Mogg Fanatic,1,56490,Common,TPR,No
Stun,2,56494,Common,TPR,No
Aftershock,1,56502,Common,TPR,No
Shatter,1,56504,Common,TPR,No
Horned Turtle,2,56510,Common,TPR,No
Gaseous Form,1,56518,Common,TPR,No
Spell Blast,1,56522,Common,TPR,No
Time Ebb,1,56528,Common,TPR,No
Soltari Trooper,1,56534,Common,TPR,No
Armored Pegasus,2,56538,Common,TPR,No
Mounted Archers,1,56540,Common,TPR,No
Master Decoy,1,56542,Common,TPR,No
Disenchant,4,56544,Common,TPR,No
Anoint,1,56546,Common,TPR,No
Plains,1,56550,Land,TPR,No
Forest,1,56558,Land,TPR,No
Island,1,56562,Land,TPR,No
Swamp,1,56564,Land,TPR,No
Mountain,1,56566,Land,TPR,No
Emmessi Tome,1,56596,Uncommon,TPR,No
Coffin Queen,1,56600,Rare,TPR,No
Death Pits of Rath,1,56606,Rare,TPR,No
Salt Flats,1,56620,Uncommon,TPR,No
Scabland,2,56628,Uncommon,TPR,No
Tradewind Rider,1,56648,Rare,TPR,No
"Selenia, Dark Angel",1,56664,Rare,TPR,No
Wood Sage,1,56668,Rare,TPR,No
Patchwork Gnomes,1,56676,Common,TPR,No
Bottle Gnomes,1,56680,Common,TPR,No
Skyshroud Vampire,1,56682,Uncommon,TPR,No
Screeching Harpy,2,56684,Uncommon,TPR,No
Verdigris,2,56692,Common,TPR,No
Rootwater Depths,1,56708,Uncommon,TPR,No
Cinder Marsh,2,56710,Uncommon,TPR,No
Renegade Warlord,1,56716,Uncommon,TPR,No
Whispers of the Muse,1,56734,Common,TPR,No
Legerdemain,1,56736,Uncommon,TPR,No
Soltari Priest,1,56742,Uncommon,TPR,No
Staunch Defenders,2,56748,Common,TPR,No
Repentance,1,56752,Uncommon,TPR,No
Mogg Flunkies,1,56754,Common,TPR,No
Acidic Sliver,1,56764,Uncommon,TPR,No
Cannibalize,3,56768,Uncommon,TPR,No
Conviction,2,56772,Common,TPR,No
Death Stroke,2,56778,Common,TPR,No
Dungeon Shade,3,56782,Common,TPR,No
Endangered Armodon,1,56786,Common,TPR,No
Fanning the Flames,1,56788,Rare,TPR,No
Flowstone Blade,1,56792,Common,TPR,No
Hammerhead Shark,2,56802,Common,TPR,No
Hibernation Sliver,1,56806,Uncommon,TPR,No
Mindless Automaton,1,56808,Rare,TPR,No
Lab Rats,1,56810,Common,TPR,No
Mana Leak,1,56814,Common,TPR,No
Seething Anger,1,56832,Common,TPR,No
